timestamp,count,p1x,p2x,p2y,p3x,p3y,error
2024-04-22 20:30:57,0,6.281191913158059,9.251392674549844,-2.584780884782594,8.16772420200652,-3.764115693573653,12.232558416886762
2024-04-22 20:30:57,1,8.982265633898507,5.832404494226923,-0.08545589279185606,11.822595681707469,0.5373448130916927,13.75373196604788
2024-04-22 20:30:57,2,4.180178270542909,9.163926700445742,-2.83856530201675,9.738059356831695,-3.774147366178176,12.8617492603102
2024-04-22 20:30:57,3,7.523446664705916,9.844704314422799,-1.8235566801244971,10.177133804488935,-5.0313441450865,12.924828312126238
2024-04-22 20:30:57,4,7.06780773750774,9.073964746935266,0.468875361535094,9.452788540154344,-3.515432442721083,0
2024-04-22 20:30:57,5,1.8898165459477698,4.971350134407644,-1.6550221572363712,11.996028348972603,-5.767613739578848,13.319258518175968
2024-04-22 20:30:58,6,6.917333902287709,9.727238908868737,-3.278910394363549,8.346420144347658,-3.1784981148181686,0
2024-04-22 20:30:58,7,3.0802827636928387,10.736475048213178,-4.505483044033006,13.532602177589993,-7.432653334719789,10.795093669909996
2024-04-22 20:30:58,8,5.252522762151439,11.61031943971694,-3.3321936916034436,10.308246606702252,-7.06077530645723,12.601723736708042
2024-04-22 20:30:58,9,1.8898165459477698,5.225993706650371,-1.8915446379449885,11.996028348972603,-5.767613739578848,13.271323704246589
2024-04-22 20:30:58,10,7.960494287194962,11.61031943971694,-3.3321936916034436,10.273449581184753,-7.06077530645723,12.986737039306695
2024-04-22 20:30:59,11,6.7327706277968895,9.073964746935266,0.468875361535094,9.549021777841405,-3.515432442721083,0
2024-04-22 20:30:59,12,6.382317406341675,11.201818121168632,0.42696696149454993,12.139726907194284,-3.766188726198005,13.002433502672767
2024-04-22 20:30:59,13,6.403481187632076,11.223498095546555,0.46047871343573155,12.139726907194284,-3.766188726198005,12.973613385313925
2024-04-22 20:30:59,14,5.493719753324979,10.716744578012317,-3.3365854405354725,10.308246606702252,-7.06077530645723,13.01933679717499
2024-04-22 20:30:59,15,2.1949801932495,9.210140535337148,-1.6364300300328085,7.507308741662408,-1.1739384515860807,0
2024-04-22 20:30:59,16,6.349480021964433,9.888742165028205,1.5516199830705428,13.63533452710222,3.0095446038460594,14.067048206380502
2024-04-22 20:30:59,17,7.072999327851321,9.073964746935266,0.468875361535094,9.376832619491987,-3.515432442721083,0
2024-04-22 20:30:59,18,3.0802827636928387,10.736475048213178,-4.502391875900052,11.242014510900516,-7.432653334719789,10.684431255250928
2024-04-22 20:30:59,19,5.04224540391714,11.61031943971694,-3.298438412762976,10.19201384176183,-7.0380197396338655,12.57899690402505
